Manggar;100.00;11.12
Damar;98.76;58.18
Kelapa Kampit;100.00;2.78
Gantung;97.15;1.05
Simpang Renggiang;100.00;3.03
Simpang Pesak;100.00;2.99
Dendang;80.75;0.00
Kabupaten;97.64;10.47
