Manggar;92.23;90.40
Mengkubang;91.82;92.73
Kelapa Kampit;93.29;89.46
Gantung;91.94;88.84
Renggiang;77.78;83.33
Simpang Pesak;85.21;95.07
Dendang;80.79;81.36
Kabupaten;89.99;89.28
