Manggar;90.88;102.03;96.16;76.29;78.72;77.44
Mengkubang;91.82;102.02;96.65;100.91;96.97;99.04
Kelapa Kampit;105.10;98.58;102.01;100.00;78.72;89.93
Gantung;95.87;97.71;96.74;97.93;101.38;99.57
Renggiang;76.19;85.96;80.83;68.25;80.70;74.17
Simpang Pesak;73.24;98.44;85.19;85.92;112.50;98.52
Dendang;73.03;96.25;84.02;76.40;97.50;86.39
Kabupaten;90.67;98.85;94.54;87.46;89.74;88.54
