Manggar;90.39;90.39
Mengkubang;81.82;81.82
Kelapa Kampit;76.22;76.22
Gantung;48.52;89.94
Renggiang;83.33;83.33
Simpang Pesak;46.98;86.58
Dendang;90.27;90.27
Kabupaten;74.49;86.62
