Manggar;13.01;9.76
Mengkubang;23.64;18.18
Kelapa Kampit;16.55;12.23
Gantung;36.51;22.75
Renggiang;21.74;18.84
Simpang Pesak;1.79;32.14
Dendang;44.79;22.92
Kabupaten;23.09;17.35
