Manggar;87.08;101.03;93.68;86.77;101.37;93.68
Mengkubang;78.90;86.73;82.61;78.90;84.69;81.64
Kelapa Kampit;87.74;87.14;87.46;87.74;90.00;88.81
Gantung;103.35;98.60;101.10;103.35;103.26;103.30
Renggiang;72.58;80.36;76.27;72.58;80.36;76.27
Simpang Pesak;95.71;109.52;102.26;95.71;109.52;102.26
Dendang;76.14;84.81;80.24;76.14;96.20;85.63
Kabupaten;88.84;94.91;91.71;88.74;97.24;92.77
