Manggar;97.23;103.77;100.32
Mengkubang;89.91;111.22;100.00
Kelapa Kampit;90.32;105.71;97.63
Gantung;97.49;99.07;98.24
Renggiang;70.97;69.64;70.34
Simpang Pesak;87.14;107.94;96.99
Dendang;93.18;91.14;92.22
Kabupaten;92.94;100.95;96.74
