Manggar;91.12;90.10
Mengkubang;81.82;80.52
Kelapa Kampit;76.22;82.32
Gantung;92.11;84.42
Renggiang;83.33;78.79
Simpang Pesak;85.91;83.89
Dendang;90.27;86.49
Kabupaten;87.29;85.26
