Manggar;96.80;96.32
Mengkubang;96.17;95.69
Kelapa Kampit;94.97;96.31
Gantung;97.83;96.74
Renggiang;80.83;88.33
Simpang Pesak;91.11;88.89
Dendang;83.43;83.43
Kabupaten;94.25;94.30
