Manggar;64.67;14.38;30.28
Mengkubang;21.88;16.64;19.15
Kelapa Kampit;30.26;7.84;17.76
Gantung;13.57;4.22;7.37
Renggiang;35.47;6.31;15.78
Simpang Pesak;44.58;11.65;23.98
Dendang;28.68;11.81;19.81
Kabupaten;36.33;10.56;20.25
