Manggar;100.00;100.00;100.00
Mengkubang;37.73;43.66;40.75
Kelapa Kampit;71.08;62.96;67.31
Gantung;8.73;13.36;10.93
Renggiang;1.99;8.13;4.71
Simpang Pesak;7.51;11.80;9.46
Dendang;97.70;106.22;102.35
Kabupaten;56.64;61.54;59.04
