Manggar;70;31;101
Mengkubang;22;16;38
Kelapa Kampit;26;9;35
Gantung;34;18;52
Renggiang;10;2;12
Simpang Pesak;8;6;14
Dendang;6;5;11
Kabupaten;176;87;263
