Manggar;43.36;110.61;76.58
Mengkubang;79.62;90.86;85.17
Kelapa Kampit;69.24;99.76;84.03
Gantung;44.37;104.04;73.20
Renggiang;59.32;141.65;99.15
Simpang Pesak;35.03;82.92;58.38
Dendang;66.59;96.09;80.86
Kabupaten;53.71;104.23;78.37
