Manggar;100.00;15.59
Mengkubang;100.00;5.23
Kelapa Kampit;100.00;6.54
Gantung;100.00;11.53
Renggiang;100.00;9.17
Simpang Pesak;100.00;0.00
Dendang;97.30;15.94
Kabupaten;99.79;10.92
